"2020-02-24 17:06:03 INFO  c.e.c.Application:55 restartedMain - Starting Application on LAPTOP-CFDNRV5J with PID 8504 (C:\Users\melki\eclipse-workspace\Cdek\target\classes started by melki in C:\Users\melki\eclipse-workspace\Cdek)
""2020-02-24 17:13:58 INFO  o.s.d.r.c.RepositoryConfigurationDelegate:187 restartedMain - Finished Spring Data repository scanning in 21ms. Found 0 JPA repository interfaces.
""2020-02-24 17:13:59 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:330 restartedMain - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2020-02-24 17:13:59 INFO  o.s.b.w.e.t.TomcatWebServer:92 restartedMain - Tomcat initialized with port(s): 8080 (http)
""2020-02-24 17:13:59 INFO  o.a.c.c.StandardService:173 restartedMain - Starting service [Tomcat]
""2020-02-24 17:13:59 INFO  o.a.c.c.StandardEngine:173 restartedMain - Starting Servlet engine: [Apache Tomcat/9.0.30]
""2020-02-24 17:13:59 INFO  o.a.c.c.C.[.[.[/]:173 restartedMain - Initializing Spring embedded WebApplicationContext
""2020-02-24 17:14:00 INFO  c.z.h.HikariDataSource:110 restartedMain - HikariPool-1 - Starting...
""2020-02-24 17:14:00 INFO  c.z.h.HikariDataSource:123 restartedMain - HikariPool-1 - Start completed.
""2020-02-24 17:14:00 INFO  o.h.j.i.u.LogHelper:31 restartedMain - HHH000204: Processing PersistenceUnitInfo [name: default]
""2020-02-24 17:14:01 INFO  o.h.Version:46 restartedMain - HHH000412: Hibernate Core {5.4.10.Final}
""2020-02-24 17:14:01 INFO  o.h.a.c.Version:49 restartedMain - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
""2020-02-24 17:14:01 INFO  o.h.d.Dialect:172 restartedMain - HHH000400: Using dialect: org.hibernate.dialect.MySQL55Dialect
""2020-02-24 17:14:02 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator:52 restartedMain - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2020-02-24 17:14:02 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean:416 restartedMain - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2020-02-24 17:14:02 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration:220 restartedMain - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2020-02-24 17:14:02 INFO  o.s.s.w.DefaultSecurityFilterChain:43 restartedMain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@e74054a, org.springframework.security.web.context.SecurityContextPersistenceFilter@7a8c7256, org.springframework.security.web.header.HeaderWriterFilter@62c4dfe2, org.springframework.security.web.csrf.CsrfFilter@45ba1a4c, org.springframework.security.web.authentication.logout.LogoutFilter@60a10e8f, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@155033a9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7065b47e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4894e4a7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@78f2335e, org.springframework.security.web.session.SessionManagementFilter@3220cefb, org.springframework.security.web.access.ExceptionTranslationFilter@36127041, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@629c659d]
""2020-02-24 17:14:02 INFO  o.s.s.c.ThreadPoolTaskExecutor:171 restartedMain - Initializing ExecutorService 'applicationTaskExecutor'
""2020-02-24 17:14:03 INFO  o.s.b.d.a.OptionalLiveReloadServer:58 restartedMain - LiveReload server is running on port 35729
